Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total
1328,Tiger Woods PGA Tour 2004,tiger-woods-pga-tour-2004,Sports,E,PS2,EA Sports,EA Redwood Shores,,,,0.0,1.63,1.18,0.34,,0.1,2003.0,,http://www.vgchartz.com/game/5865/tiger-woods-pga-tour-2004/?region=All,1,,/games/boxart/full_9304591AmericaFrontccc.jpg,1.63
1329,Ape Escape,ape-escape,Platform,E,PS,Sony Computer Entertainment,SCE Japan Studio,,9.3,,0.0,1.63,0.71,0.48,0.32,0.11,1999.0,16th Sep 18,http://www.vgchartz.com/game/86/ape-escape/?region=All,1,,/games/boxart/full_2046408AmericaFrontccc.jpg,1.63
1330,NCAA Football 2005,ncaa-football-2005,Sports,E,PS2,EA Sports,EA Tiburon,,,,0.0,1.62,1.32,0.09,,0.22,2004.0,,http://www.vgchartz.com/game/5475/ncaa-football-2005/?region=All,1,,/games/boxart/full_6331276AmericaFrontccc.jpg,1.62
1331,Kinectimals,kinectimals,Simulation,E,X360,Microsoft Game Studios,Frontier Studio,,7.5,,0.0,1.62,1.02,0.46,0.0,0.14,2010.0,,http://www.vgchartz.com/game/45606/kinectimals/?region=All,1,7.2,/games/boxart/full_kinectimals_492AmericaFront.jpg,1.62
1332,Uncharted: Golden Abyss,uncharted-golden-abyss,Action,T,PSV,Sony Computer Entertainment,SCEA Bend Studio / Naughty Dog,,7.9,,0.0,1.62,0.53,0.71,0.13,0.25,2012.0,,http://www.vgchartz.com/game/51791/uncharted-golden-abyss/?region=All,1,,/games/boxart/full_uncharted-golden-abyss_991AmericaFront.jpg,1.62
1333,Tony Hawk's American Wasteland (Old all region sales),tony-hawks-american-wasteland-old-all-region-sales,Sports,T,PS2,Activision,Neversoft Entertainment,,,,0.0,1.62,0.8,0.63,0.01,0.19,2005.0,,http://www.vgchartz.com/game/6509/tony-hawks-american-wasteland-old-all-region-sales/?region=All,1,,/games/boxart/863489ccc.jpg,1.62
1334,Call of Duty: Black Ops,call-of-duty-black-ops,Shooter,M,PC,Activision,Treyarch,,8.5,,0.0,1.62,0.58,0.82,,0.23,2010.0,,http://www.vgchartz.com/game/44950/call-of-duty-black-ops/?region=All,1,,/games/boxart/full_call-of-duty-black-ops_6AmericaFront.jpg,1.62
1335,The Order: 1886,the-order-1886,Shooter,M,PS4,Sony Computer Entertainment,Ready at Dawn,,6.2,,0.0,1.62,0.44,0.86,0.07,0.25,2015.0,02nd Jan 18,http://www.vgchartz.com/game/73107/the-order-1886/?region=All,1,,/games/boxart/full_8089384AmericaFrontccc.png,1.62
1336,Rock Band,rock-band,Misc,T,PS3,MTV Games,Harmonix Music Systems,,9.1,,0.0,1.62,0.99,0.41,,0.22,2007.0,,http://www.vgchartz.com/game/12846/rock-band/?region=All,1,9.1,/games/boxart/2647132ccc.gif,1.62
1337,Sled Storm,sled-storm,Racing,E,PS,Electronic Arts,EA Canada,,,,0.0,1.62,0.9,0.61,,0.11,1999.0,,http://www.vgchartz.com/game/5701/sled-storm/?region=All,1,,/games/boxart/6574396ccc.jpg,1.62
1338,NFL Street 2,nfl-street-2,Sports,E,PS2,EA Sports BIG,EA Tiburon,,,,0.0,1.61,0.79,0.62,,0.21,2004.0,,http://www.vgchartz.com/game/5517/nfl-street-2/?region=All,1,,/games/boxart/618553ccc.jpg,1.61
1339,Baseball,baseball,Sports,,GB,Nintendo,Nintendo,,,,1.61,0.0,,,,,1989.0,,http://www.vgchartz.com/game/6197/baseball/?region=All,1,,/games/boxart/8711516ccc.jpg,1.61
1340,Deca Sports,deca-sports,Sports,E,Wii,Hudson Soft,CAProduction,,5.3,,1.61,0.0,,,,,2008.0,,http://www.vgchartz.com/game/18524/deca-sports/?region=All,1,,/games/boxart/6343373ccc.jpg,1.61
1341,The Legend of Zelda: Breath of the Wild,the-legend-of-zelda-breath-of-the-wild,Action-Adventure,E10,WiiU,Nintendo,Nintendo EPD,,10.0,10.0,1.61,0.0,,,,,2017.0,19th Nov 18,http://www.vgchartz.com/game/84704/the-legend-of-zelda-breath-of-the-wild/?region=All,1,,/games/boxart/full_1041494AmericaFrontccc.jpg,1.61
1342,Yu-Gi-Oh! Duel Monsters,yu-gi-oh-duel-monsters,Strategy,,GB,Konami,Konami Computer Entertainment Shinjuku,,,,0.0,1.61,,,1.61,0.01,1998.0,,http://www.vgchartz.com/game/4786/yu-gi-oh-duel-monsters/?region=All,1,,/games/boxart/full_9236290JapanFrontccc.jpg,1.61
1343,Buzz! The Music Quiz,buzz-the-music-quiz,Misc,,PS2,Sony Computer Entertainment,Relentless Software,,,,0.0,1.61,,1.18,,0.43,2005.0,,http://www.vgchartz.com/game/12718/buzz-the-music-quiz/?region=All,1,,/games/boxart/full_1337330PALFrontccc.jpg,1.61
1344,SpongeBob's Atlantis SquarePantis,spongebobs-atlantis-squarepantis,Adventure,E,DS,THQ,Altron,,,,0.0,1.61,1.49,0.0,,0.11,2007.0,,http://www.vgchartz.com/game/25696/spongebobs-atlantis-squarepantis/?region=All,1,,/games/boxart/8685553ccc.jpg,1.61
1345,Tom Clancy's Ghost Recon Wildlands,tom-clancys-ghost-recon-wildlands,Shooter,M,XOne,Ubisoft,Ubisoft Paris,,7.7,,0.0,1.61,0.98,0.48,,0.15,2017.0,01st Apr 18,http://www.vgchartz.com/game/85752/tom-clancys-ghost-recon-wildlands/?region=All,1,,/games/boxart/full_8562505AmericaFrontccc.jpg,1.61
1346,Wolfenstein: The New Order,wolfenstein-the-new-order,Shooter,M,PS4,Bethesda Softworks,MachineGames,,,,0.0,1.61,0.48,0.84,0.03,0.25,2014.0,25th Mar 19,http://www.vgchartz.com/game/73203/wolfenstein-the-new-order/?region=All,1,,/games/boxart/full_279517AmericaFrontccc.jpeg,1.61
1347,Rage,rage,Shooter,M,X360,Bethesda Softworks,id Software,,7.9,,0.0,1.6,0.82,0.6,0.03,0.15,2011.0,,http://www.vgchartz.com/game/25458/rage/?region=All,1,,/games/boxart/full_rage_396AmericaFront.jpg,1.6
1348,Gears of War: Judgment,gears-of-war-judgment,Shooter,M,X360,Microsoft Studios,People Can Fly / Epic Games,,,,0.0,1.6,0.92,0.51,0.03,0.14,2013.0,28th Sep 18,http://www.vgchartz.com/game/70765/gears-of-war-judgment/?region=All,1,,/games/boxart/full_4467289AmericaFrontccc.jpg,1.6
1349,Madden NFL 15,madden-nfl-15,Sports,E,XOne,EA Sports,EA Tiburon,,,,0.0,1.6,1.34,0.1,,0.17,2014.0,04th Jan 18,http://www.vgchartz.com/game/81575/madden-nfl-15/?region=All,1,,/games/boxart/full_9753990AmericaFrontccc.jpeg,1.6
1350,Midnight Club 3: DUB Edition (America/Others Sales),midnight-club-3-dub-edition-(america,Racing,E10,PS2,Rockstar Games,Rockstar San Diego,,,,0.0,1.6,1.3,0.23,,0.07,2005.0,,http://www.vgchartz.com/game/22372/midnight-club-3-dub-edition-americaothers-sales/?region=All,1,,/games/boxart/full_6173769AmericaFrontccc.jpg,1.6
1351,Dragon Quest IV: Chapters of the Chosen,dragon-quest-iv-chapters-of-the-chosen,Role-Playing,E10,DS,Square Enix,ArtePiazza,,8.1,,1.6,0.0,,,,,2008.0,,http://www.vgchartz.com/game/7692/dragon-quest-iv-chapters-of-the-chosen/?region=All,1,8.0,/games/boxart/full_6766362AmericaFrontccc.jpg,1.6
1352,Dragon Quest Monsters 2: Cobi's Journey,dragon-quest-monsters-2-cobis-journey,Role-Playing,E,GB,Enix,TOSE Software,,,,1.6,0.0,,,,,2001.0,06th May 18,http://www.vgchartz.com/game/3142/dragon-quest-monsters-2-cobis-journey/?region=All,1,,/games/boxart/6709905ccc.jpg,1.6
1353,Dragon Quest VII: Fragments of the Forgotten Past,dragon-quest-vii-fragments-of-the-forgotten-past,Role-Playing,E10,3DS,Nintendo,ArtePiazza,,,,1.6,0.0,,,,,2016.0,30th Jan 18,http://www.vgchartz.com/game/71522/dragon-quest-vii-fragments-of-the-forgotten-past/?region=All,1,,/games/boxart/full_2959234AmericaFrontccc.jpg,1.6
1354,F-1 World Grand Prix,f-1-world-grand-prix,Racing,E,N64,Video System,Paradigm Entertainment,,,,1.6,0.0,,,,,1998.0,,http://www.vgchartz.com/game/5065/f-1-world-grand-prix/?region=All,1,,/games/boxart/5209797ccc.jpg,1.6
1355,Kingdom Hearts HD I.5 ReMIX,kingdom-hearts-hd-i5-remix,Misc,,PS3,Square Enix,Square Enix,,,,1.6,0.0,,,,,2013.0,31st Dec 17,http://www.vgchartz.com/game/71760/kingdom-hearts-hd-i5-remix/?region=All,1,,/games/boxart/full_992686AmericaFrontccc.png,1.6
